.	emdb
22283	_
22308	misc
22401	misc
22414	_
22415	_
22424	_
22425	membrane
22426	_
22462	misc
22657	_
22658	_
22898	_
22929	virus-c
22930	virus-c
22933	virus-c
22934	virus-c
22936	virus-c
22942	virus-c
22944	virus-c
22945	virus-c
22946	virus-c
22947	virus-c
22948	virus-c
22951	virus-c
22952	virus-c
22953	virus-c
22955	virus-c
22956	virus-c
22957	virus-c
22958	virus-c
22967	virus-c
22968	virus-c
22969	virus-c
22970	virus-c
22971	virus-c
22984	virus-c
22985	virus-c
22986	virus-c
30235	_
30308	dna
30309	dna
30310	dna
30366	dna
30460	virus-c
30461	virus-c
30470	_
30505	membrane
30608	membrane
4791	membrane
4798	_
10662	rna
10664	rna
10665	rna
10666	rna
10667	rna
10865	membrane
10866	membrane
10867	membrane
10868	membrane
10887	membrane
11109	virus-c
11110	virus-c
11111	virus-e
11112	virus-c
11547	_
11548	_
11549	_
11555	_
11616	_
11723	_
11724	_
11725	_
11862	ribosome-c
11864	ribosome-c
20211	ribosome-c
21027	needle
21049	virus-e
22219	cycle
22220	cycle
22265	_
22515	_
22589	needle
22590	needle
22683	_
22684	_
22685	_
22686	_
22687	_
22688	dna
4977	_
4978	_
4979	_
11557	_
11560	_
11782	_
11783	_
11784	_
11785	membrane
11786	_
11788	rna
11789	_
30069	_
30311	_
30473	_
30651	_
30654	_
10845	rna
10903	membrane
10909	membrane
10910	membrane
11015	misc
11305	cell
11307	cell
11308	cell
11327	amyloid
11517	ribosome-c
11518	ribosome-c
11519	ribosome-c
11520	ribosome-c
11562	80s
11563	ribosome-c
11564	ribosome-c
11565	ribosome-c
11566	ribosome-c
11567	ribosome-c
11568	ribosome-c
11732	membrane
11733	membrane
11774	_
11775	membrane
11845	ribosome-c
11859	_
11865	cell
11869	motor
11870	motor
11871	_
11976	motor
21484	dna
21489	_
21493	dna
21692	_
21693	_
21811	_
21812	_
21813	_
21814	_
21815	_
21816	_
21817	_
21818	_
22089	_
22130	dna
22145	motor
22307	dna
22345	70s
22380	misc
22381	_
22383	_
22432	ribosome-c
22433	ribosome-c
22661	_
22754	misc
22755	misc
22756	misc
22757	misc
22758	misc
22803	dna
22897	virus-e
23003	_
23020	_
23033	_
30244	_
30245	_
30246	_
30327	_
30328	_
30329	_
30330	_
30635	_
30641	_
30642	_
30649	_
30683	misc
30685	misc
30686	misc
30702	_
30703	_
30704	_
30705	_
10504	virus-e
10505	virus-e
10506	virus-e
10846	rna
11069	motor
11070	motor
11113	_
11114	_
11347	virus-c
11603	misc
11611	misc
11636	70s
11637	ribosome-c
11650	70s
11651	virus-c
11652	misc
11653	80s
11654	80s
11655	virus-c
11656	misc
11693	rna
11694	rna
11696	rna
11720	membrane
11889	ribosome-c
11910	dna
11912	dna
11913	ribosome-c
11914	ribosome-c
11915	ribosome-c
11916	ribosome-c
11917	ribosome-c
11918	ribosome-c
11919	ribosome-c
11920	ribosome-c
11957	membrane
11968	membrane
11970	membrane
11979	membrane
11985	membrane
11998	70s
20764	_
21155	motor
22205	protein
22233	_
22328	protein
22368	rna
22369	rna
22370	rna
22371	rna
22422	_
22423	_
22451	dna
22453	dna
22454	dna
22610	_
22611	rna
22612	rna
22613	rna
22662	membrane
22663	membrane
22664	membrane
22665	membrane
22666	membrane
22667	membrane
22707	virus-e
22708	virus-e
22709	virus-e
22710	virus-e
22742	virus-c
22743	virus-c
22744	virus-c
22745	virus-c
22895	dna
22904	dna
22905	dna
22906	dna
22912	dna
22922	_
22927	virus-c
22932	virus-c
22941	virus-c
23002	membrane
23019	_
30341	_
30504	rna
30555	_
30556	_
30567	_
30568	_
30569	_
30570	_
30571	_
30684	misc
10000	needle
10013	membrane
10014	membrane
10015	misc
10271	membrane
10276	membrane
10520	membrane
10521	membrane
10522	membrane
10523	membrane
10524	membrane
10525	membrane
10526	membrane
10527	membrane
10545	rna
10546	_
10547	rna
10548	_
10793	misc
11521	ribosome-c
11853	rna
11854	rna
11855	rna
11856	rna
11857	_
11908	membrane
11909	membrane
11964	virus-c
11965	virus-c
11966	virus-c
11999	70s
21365	membrane2
21382	dna
21694	membrane2
22114	rna
22115	rna
22444	motor
22446	motor
22452	dna
22455	dna
22475	motor
22480	motor
22481	motor
22482	motor
22483	motor
22486	motor
22682	_
22714	virus-c
22715	virus-c
22716	virus-c
22717	virus-c
22718	virus-c
22719	virus-c
22720	virus-c
22721	virus-c
22722	virus-c
22723	virus-c
22818	virus-e
22854	virus-e
22943	virus-c
22949	virus-c
22950	virus-c
22972	_
22987	virus-e
22988	virus-e
30325	virus-c
30390	_
30449	misc
30450	misc
30451	misc
30483	virus-c
30484	virus-c
30485	virus-c
30486	virus-c
30488	virus-c
30525	membrane
30526	membrane
30527	membrane
30528	membrane
30579	membrane
30590	membrane
30660	virus-c
30661	virus-c
30681	_
30682	_
30701	virus-c
30708	misc
30709	misc
30710	misc
30711	misc
4999	needle
10659	rna
10691	membrane
10692	membrane
10693	membrane
11220	dna
11221	dna
11233	misc
11459	80s
11641	70s
11642	70s
11643	ribosome-c
11644	70s
11645	ribosome-c
11646	70s
11678	_
11695	rna
11831	synth
11890	ribosome-c
11891	_
11904	rna
11993	rna
11994	rna
11995	rna
12061	80s
12082	virus-c
12083	virus-c
12084	virus-c
12085	virus-c
12086	virus-c
21152	virus-c
21153	needle
21154	needle
22229	needle
22231	needle
22232	needle
22252	protein
22276	virus-e
22277	virus-e
22305	_
22306	synth
22630	protein
22881	needle
23001	protein
23037	_
23042	virus-e
23043	virus-e
23044	virus-e
23045	virus-e
30019	_
30020	_
30161	dna
30299	dna
30389	_
30391	_
30406	_
30407	_
30496	virus-c
30497	virus-c
30553	80s
30554	80s
30580	80s
30581	80s
30586	_
30587	_
30589	_
30623	membrane
11106	virus-e
11338	motor
11339	motor
11340	motor
11590	80s
11679	rna
11807	rna
11808	rna
11809	rna
11816	cycle
11817	cycle
11819	cycle
11892	misc
11898	misc
12047	membrane
12055	membrane
12130	virus-c
22189	_
22224	_
22225	_
22226	_
22227	_
22228	_
22230	_
22582	dna
22583	dna
22585	dna
22701	needle
23094	_
23095	_
23097	_
30615	membrane
30616	membrane
30617	membrane
30625	_
30712	membrane
30714	membrane
30715	membrane
30716	membrane
30717	membrane
30718	membrane
30719	membrane
30721	membrane
30722	membrane
30723	membrane
30724	membrane
30725	membrane
30726	membrane
30727	membrane
30728	membrane
30729	membrane
30730	membrane
30731	membrane
30732	membrane
30733	membrane
30734	membrane
30735	membrane
30736	membrane
30737	membrane
30738	membrane
30739	membrane
30740	membrane
30741	membrane
30742	membrane
30743	membrane
30744	membrane
30745	membrane
30746	membrane
30747	membrane
30748	membrane
30749	membrane
30750	membrane
30751	membrane
30752	membrane
30753	membrane
30754	membrane
30755	membrane
30756	membrane
30757	membrane
30758	membrane
30759	membrane
30760	membrane
30761	membrane
30762	membrane
30763	membrane
30764	membrane
30765	membrane
30768	virus-c
30769	virus-c
30770	virus-c
30772	virus-e
30773	virus-e
30774	virus-e
30777	virus-e
30780	virus-e
30783	virus-c
30786	virus-c
30787	virus-c
20370	_
20373	_
20374	_
20375	_
20376	_
20377	_
20379	_
20380	_
20381	_
21156	_
21513	_
22188	virus-e
22223	virus-e
22618	_
22619	_
22620	_
22622	_
22623	_
22624	_
22625	_
22626	_
22771	_
22772	_
22774	_
22775	_
22779	_
22780	_
22781	_
22782	_
22783	_
22784	_
22787	_
22806	_
23068	_
23069	_
23070	_
23071	_
23072	_
23073	_
23074	_
23075	_
23092	_
23093	_
23099	_
23100	_
23101	_
23102	_
30293	_
30294	_
30462	_
30463	_
30464	_
30501	_
30638	_
30639	_
30640	_
30643	_
10536	_
10538	cycle
10587	_
10588	motor
10589	motor
10590	_
10849	_
10850	_
11080	_
11081	_
11087	_
11088	_
11089	_
11090	_
11091	_
11278	_
11279	_
11593	virus-e
11594	virus-e
11777	membrane
11822	_
11929	cell
11972	_
11997	_
12107	rna
12147	virus-c
12148	virus-c
12149	virus-c
12150	virus-c
12151	virus-c
12152	virus-c
12153	virus-c
21208	_
21501	_
21511	_
21512	_
21518	_
22015	_
22016	_
22017	_
22018	_
22019	_
22257	_
22258	_
22323	_
22324	_
22325	_
22326	_
22327	_
22644	_
22808	_
22890	_
30018	_
30104	virus-c
30434	_
30435	_
10933	membrane
10936	membrane
10940	_
11364	_
11366	_
11370	_
11371	_
11372	_
11401	cell
11403	membrane
11416	cell
11417	cell
11576	_
11577	motor
11578	motor
11579	_
11580	motor
11582	motor
11583	motor
11584	motor
11888	_
11942	motor
11943	motor
11944	motor
11945	motor
11946	motor
11947	motor
11948	motor
11949	motor
11975	rna
21897	_
21900	_
21955	_
21956	_
21957	_
22204	_
22344	_
22445	_
22447	_
22448	_
22449	membrane
22450	membrane
22519	virus-c
22520	virus-c
22521	_
22528	_
22529	_
22530	_
22531	_
22591	_
22621	_
22629	_
22727	membrane2
22973	_
23018	_
23082	_
23083	_
23084	_
23274	_
23275	_
23276	_
30074	_
30189	_
30190	_
30191	_
30412	_
30413	_
30511	_
30604	_
30605	_
30781	_
30824	_
30825	_
30828	_
4629	_
0944	membrane
0957	membrane
0965	protein
0967	protein
10602	80s
10604	80s
10605	80s
10606	80s
10611	virus-c
10612	virus-c
10613	virus-c
10614	virus-c
10625	motor
10791	70s
11625	_
11676	_
11677	_
11680	_
11689	_
11776	_
11787	motor
11790	motor
11973	rna
11974	rna
12184	_
12185	_
12186	_
21424	virus-c
21958	dna
22054	virus-c
22055	virus-c
22989	_
22990	_
22991	_
23029	_
23030	_
23031	_
23032	_
23052	ribosome-c
23104	virus-e
23105	virus-e
23106	virus-e
23107	virus-e
23108	virus-e
23154	virus-c
23155	virus-c
23268	_
23269	_
23277	virus-c
23279	virus-c
23320	protein
30145	virus-c
30306	_
30312	membrane
30482	virus-c
30614	membrane
0992	membrane
10631	misc
11428	membrane
11429	membrane
11430	membrane
11431	membrane
11432	membrane
11433	membrane
11434	membrane
11435	membrane
11436	membrane
11448	membrane
11449	membrane
11450	membrane
11451	membrane
11452	membrane
11453	membrane
11454	membrane
11460	membrane
11461	membrane
11462	membrane
11463	membrane
11464	membrane
11465	membrane
11466	membrane
11472	membrane
11473	membrane
11474	membrane
11475	membrane
11476	membrane
11477	membrane
11479	membrane
11480	membrane
11484	membrane
11485	membrane
11486	membrane
11487	membrane
11499	membrane
11500	membrane
11501	membrane
11502	membrane
11503	membrane
11504	membrane
11505	membrane
11506	membrane
11507	membrane
11508	membrane
11509	membrane
11510	membrane
11511	membrane
11512	membrane
11527	membrane
11528	membrane
11529	membrane
11530	membrane
11531	membrane
11532	membrane
11533	membrane
11534	membrane
11535	membrane
11536	membrane
11537	membrane
11538	membrane
11539	membrane
11540	membrane
11541	membrane
11542	membrane
11543	membrane
11544	membrane
11545	membrane
11546	membrane
11581	_
11673	rna
11736	rna
11737	rna
11738	rna
11739	rna
11740	rna
11741	rna
11742	rna
11810	membrane
11811	membrane
12109	rna
12110	rna
12111	rna
12112	rna
12113	rna
12114	rna
12115	rna
12116	rna
12117	rna
12118	rna
12189	ribosome-c
12229	virus-c
12230	virus-c
12231	virus-c
12252	misc
12253	misc
12254	misc
12255	misc
21354	_
21355	_
21707	dna
21901	_
21906	_
21996	_
22006	_
22012	_
22039	_
22043	_
22044	_
22045	_
22770	_
22773	_
22776	_
22777	membrane
22778	_
22785	membrane
22786	membrane
23021	dna
23022	dna
23024	_
23025	_
23026	_
23064	_
23065	_
23077	membrane2
23103	dna
23156	_
23189	_
23190	_
23200	_
23201	_
23202	_
23203	_
23204	_
23205	_
23220	misc
30602	_
30603	_
9910	_
9913	_
9915	_
0821	membrane
0982	misc
10818	cell
11108	virus-o
11697	rna
11699	virus-e
11703	virus-e
11704	virus-e
11705	virus-e
11706	virus-e
11709	virus-e
11711	virus-e
11714	virus-e
11716	virus-e
11815	virus-e
11823	rna
11828	rna
11933	_
11950	_
11980	virus-c
12004	misc
12005	misc
12006	misc
12025	membrane
12026	membrane
12027	membrane
12036	misc
12037	misc
12038	misc
12039	misc
12041	misc
12042	rna
12048	_
12050	_
12181	misc
12220	membrane2
12223	membrane2
12226	membrane2
12233	misc
12234	misc
12236	misc
20121	70s
20371	membrane
20372	membrane
20378	membrane
20382	membrane
20383	membrane
20384	membrane
20385	membrane
20386	membrane
20388	membrane
20389	membrane
20518	membrane
21252	virus-e
21254	virus-e
21462	membrane
21463	membrane
21464	membrane
21607	dna
21824	misc
21825	misc
21826	misc
21827	misc
21828	misc
21829	misc
21830	misc
22536	virus-c
22537	virus-c
22538	virus-c
22539	virus-c
22540	virus-c
22541	virus-c
22542	virus-c
22543	virus-c
22544	virus-c
22545	virus-c
22546	virus-c
22547	virus-c
22548	virus-c
22549	virus-c
22550	virus-c
22561	virus-c
22562	virus-c
22563	virus-c
22564	virus-c
22565	virus-c
22566	virus-c
22567	virus-c
22568	virus-c
22569	virus-c
22570	virus-c
22571	virus-c
22572	virus-c
22691	_
22692	_
22693	dna
22694	dna
22695	dna
22925	_
22926	_
23016	_
23039	virus-c
23109	_
23118	_
23119	_
23124	virus-c
23145	_
23160	virus-c
23216	_
23342	membrane
23343	membrane
23344	membrane
23346	membrane
23347	membrane
23348	membrane
23349	membrane
23353	membrane
23354	membrane
30079	_
30080	_
30081	membrane
30082	membrane
30198	membrane
30237	_
30239	_
30441	_
30442	_
30551	_
30552	_
30767	_
30913	_
10819	cell
10820	cell
11092	dna
11094	dna
11102	dna
11162	amyloid
11163	amyloid
11164	amyloid
11193	membrane2
11194	membrane2
11197	membrane2
11198	membrane2
11199	membrane2
30007	misc
30883	virus-e
30884	virus-e
30886	virus-e
30121	virus-e
30577	_
30578	_
21966	_
22581	_
23395	virus-c
23398	virus-c
11101	_
11264	_
11712	dna
11938	cycle
11939	cycle
11940	cycle
11941	cycle
11967	membrane2
12040	_
12067	motor
12068	motor
12069	motor
12070	motor
12071	motor
12072	motor
12076	motor
12077	motor
12078	motor
12079	motor
12131	motor
12132	motor
12133	motor
12134	motor
12135	motor
12136	motor
12187	_
21688	_
21967	_
21968	_
23394	virus-c
23396	virus-c
23397	virus-c
23399	virus-c
30120	virus-e
30378	needle
30379	needle
30885	virus-e
22398	misc
23393	virus-c
30122	virus-e
10799	membrane
11030	amyloid
11031	amyloid
11356	membrane
11516	membrane
11836	membrane
11840	_
11841	_
11842	_
11905	needle
11906	needle
11907	needle
12159	rna
12163	rna
12164	rna
12264	_
12265	_
12266	_
12267	_
12268	_
12269	amyloid
12306	protein
12307	protein
12308	protein
21429	misc
21645	membrane
21646	membrane
22167	virus-c
22168	virus-c
22399	misc
22456	_
22457	_
22493	_
22509	_
22510	_
22511	_
22598	_
22599	_
22600	_
22601	_
22602	_
22604	_
22605	_
22606	_
22608	_
22962	_
22963	_
23013	protein
23059	_
23081	virus-e
23211	membrane
23215	virus-c
30326	virus-c
21448	virus-c
21449	virus-c
21450	virus-c
21451	virus-c
21465	membrane
21466	membrane
11280	ribosome-c
11281	ribosome-c
11282	ribosome-c
11283	ribosome-c
11284	ribosome-c
11285	ribosome-c
11286	ribosome-c
11287	ribosome-c
12137	virus-e
12214	membrane
12221	membrane
12224	membrane
12274	virus-c
12275	virus-c
12276	virus-c
12277	virus-c
12278	virus-c
12279	virus-c
12280	virus-c
12281	virus-c
12282	virus-c
12283	virus-c
12284	virus-c
22040	rna
22041	rna
22284	rna
22342	membrane
22343	membrane
22397	rna
22551	virus-c
22552	virus-c
22553	virus-c
22554	virus-c
22555	virus-c
22556	virus-c
22557	virus-c
22558	virus-c
22559	virus-c
22560	virus-c
23057	misc
23149	virus-c
23152	virus-c
23153	virus-c
23244	dna
23313	virus-c
23314	virus-c
23315	virus-c
23316	virus-c
23317	virus-c
23318	virus-c
23319	virus-c
23355	misc
23356	misc
23357	80s
23358	70s
23390	membrane
23391	membrane
23409	membrane
23410	membrane
23413	misc
23522	protein
23526	protein
30064	virus-c
30065	virus-c
30066	virus-c
30240	dna
30241	dna
30392	membrane
30393	membrane
30394	membrane
30395	membrane
30416	virus-c
30418	virus-c
30452	membrane
30507	virus-c
30536	membrane
30537	virus-e
30538	virus-e
30539	virus-e
0910	membrane2
0911	membrane2
10768	virus-e
10998	membrane
11189	protein
11604	membrane
11605	membrane
11797	dna
11969	_
12059	80s
12062	80s
12064	80s
12065	80s
12074	80s
12075	80s
12081	80s
12106	_
12154	virus-e
12155	virus-e
12167	virus-e
12168	virus-e
12173	virus-e
12182	virus-e
12531	protein
21514	_
21652	_
21661	_
21973	virus-e
22074	_
22075	_
22096	virus-c
22180	virus-c
22378	virus-e
22379	virus-e
22410	virus-e
22411	virus-e
22650	_
22866	_
22867	_
22868	_
22869	_
22870	_
22871	_
23048	_
23067	_
23085	_
23086	_
23087	_
23088	_
23089	_
23090	_
23122	membrane
23123	membrane
23147	virus-e
23248	_
23252	virus-c
23253	virus-c
23254	virus-c
23278	_
23306	_
23307	_
23308	_
23309	_
23310	_
23366	virus-c
23367	virus-c
23368	virus-c
23369	virus-c
23370	virus-c
23371	virus-c
23466	virus-c
23467	virus-c
23468	virus-c
30125	virus-c
30399	70s
30410	_
30411	_
30512	_
30513	_
30514	_
30515	_
30516	_
30517	_
30518	_
30519	_
30520	_
30521	_
30522	_
30523	_
30524	_
30529	_
30530	_
30531	_
30835	_
30836	membrane
30837	_
30838	membrane
30839	_
30840	membrane
30841	_
30842	membrane
30844	virus-c
30845	virus-e
30846	virus-e
30853	_
30854	_
30855	_
30856	_
30871	virus-c
30872	virus-c
30873	virus-c
30874	virus-c
0977	membrane
10888	misc
10889	misc
11165	virus-e
11166	virus-e
11222	virus-c
11223	virus-c
11275	misc
11300	virus-e
11780	needle
11781	needle
12119	motor
12120	motor
12121	motor
12160	motor
12161	motor
12162	motor
21554	_
22011	_
22014	_
22020	_
22021	_
22098	_
22186	protein
22187	protein
22364	misc
22400	_
22689	_
22819	_
22828	_
22830	misc
22880	membrane
22899	dna
22900	dna
22901	dna
22979	membrane
22980	membrane
22983	membrane
23035	dna
23120	misc
23246	virus-c
23247	membrane
23403	dna
23404	dna
23411	virus-c
23412	virus-c
23460	virus-e
23461	dna
23506	virus-c
23507	virus-c
23519	virus-c
23543	dna
23609	_
30095	misc
30096	misc
30097	misc
30098	misc
30099	misc
30100	misc
30101	misc
30102	virus-c
30103	misc
30105	misc
30106	misc
30107	misc
30134	virus-c
30135	virus-c
30136	virus-c
30137	virus-c
30138	virus-c
30139	virus-o
30140	virus-o
30141	virus-o
30142	virus-o
30144	virus-o
30508	membrane
30592	membrane2
30593	membrane2
30637	rna
30779	rna
30865	rna
0942	membrane
10810	virus-c
10811	virus-c
10812	virus-c
10813	virus-c
10814	virus-c
11934	dna
12108	rna
12165	_
12166	_
12549	amyloid
12550	amyloid
12551	amyloid
12552	amyloid
12553	amyloid
21211	protein
22294	rna
22964	motor
22965	motor
22966	motor
22975	motor
22978	motor
22981	motor
23011	virus-c
23012	virus-c
23014	membrane
23015	membrane
23017	membrane
23049	_
23125	virus-c
23126	virus-c
23127	virus-c
23146	_
23150	virus-c
23209	_
23255	rna
23256	rna
23257	rna
23258	rna
23259	rna
23260	rna
23261	rna
23262	rna
23267	_
23489	virus-c
23490	virus-c
23518	virus-c
23573	misc
23604	misc
23614	_
23616	_
30123	virus-c
30124	virus-c
30129	virus-c
30130	misc
30131	misc
30132	misc
30133	virus-c
30458	_
30796	virus-c
30850	membrane
30911	misc
30912	misc
30998	virus-c
30999	virus-c
0844	_
10247	_
10248	_
10249	_
10250	_
10251	_
10252	_
10253	_
10254	_
10268	_
10269	_
10270	_
10272	_
10274	_
10275	_
10721	_
10789	_
11791	_
11792	_
11793	_
11794	_
11795	_
12222	_
12225	_
12286	_
12467	_
12468	_
12469	_
12470	_
12471	_
12472	_
12473	_
12474	_
12475	_
12476	_
12516	_
21542	_
21543	_
21544	_
21595	_
21596	_
21597	_
21598	_
22340	_
22490	_
22496	_
22498	_
22499	_
22500	_
22501	_
22502	_
22503	_
22504	_
22505	_
22696	_
22697	_
22698	_
22805	_
22807	_
22817	_
22855	_
22856	_
22857	_
22879	_
22902	_
22937	_
23010	_
23159	_
23389	_
23400	_
23440	_
23546	_
23547	_
23548	_
23549	_
23550	_
23551	_
23552	_
23553	_
23554	_
23555	_
23556	_
23557	_
23558	_
23559	_
23593	_
23594	_
23595	_
23596	_
23597	_
23598	_
23599	_
23612	_
23665	_
30147	_
30148	_
30149	_
30150	_
30153	_
30154	_
30377	_
30420	_
30459	_
30467	_
30547	_
30548	_
30549	_
30550	_
30575	_
30576	_
30665	_
30843	_
30875	_
30888	_
30889	_
30890	_
30891	_
30892	_
30893	_
30894	_
30896	_
30897	_
30898	_
30899	_
30900	_
30965	_
30966	_
30967	_
30968	_
30969	_
30970	_
30987	_
31054	_
31055	_
31056	_
31060	_
//new-emdb

.	pdb

1at9	membrane
1brd	membrane
1c2w	ribosome-c
1c2x	ribosome-c
1d3e	virus-e
1d3i	virus-e
1dgi	virus-e
1dyl	virus-e
1eg0	ribosome-c
1fbb	membrane
1fbk	membrane
1fcw	ribosome-c
1foq	virus-c
1fqy	membrane
1gr5	protein
1gru	protein
1gw7	virus-o
1gw8	virus-o
1h6i	membrane
1hb5	virus-o
1hb7	virus-o
1hb9	virus-o
1i84	motor
1ia0	motor
1if0	virus-o
1ih5	membrane
1jew	virus-e
1jff	motor
1jqm	ribosome-c
1jqs	ribosome-c
1jqt	ribosome-c
1k4r	virus-o
1kju	membrane
1kvp	virus-o
1ld4	virus-e
1ls2	ribosome-c
1lu3	ribosome-c
1m0f	virus-o
1m11	virus-e
1m4x	virus-e
1m8q	motor
1mhs	membrane
1mi6	ribosome-c
1mj1	ribosome-c
1ml5	70s
1mvr	ribosome-c
1mvw	motor
1n03	dna
1n6g	virus-e
1na4	virus-e
1nn8	virus-e
1o18	motor
1o19	motor
1o1a	motor
1o1b	motor
1o1c	motor
1o1d	motor
