3563	5mxn
3564	A0A085SGI6 A0A085SRC0
3603	Q79PF4 Q79PF5
3641	5ngi
3649	5ngi
3677	Q03940 Q12464
3678	Q03940 Q12464 H0GH58
3833	6f0l
3853	P02794
3854	P02794
3927	5zcs P85299
3928	Q6R327 Q9BPZ7 P85299
3986	x
3987	x
3988	x
3989	x
3990	x
3991	x
3992	x
3993	x
3994	x
4116	5a1a
4164	6f0l
4213	P02794
4215	x
4216	6fai
4217	6fai
4218	6fai
4231	6fcz
4278	6fml
4280	6fml
4289	6fo1 Q9NWS0
4290	6fo1 Q9NWS0
4291	Q9Y265 Q9Y230 Q9H6T3 Q9NWS0
4306	6ftg
4307	6ftg
4308	6ftg
4309	6ftg
4310	6ftg
4311	6ftg
4312	6ftg
4313	6ftg
4314	6ftg
4335	O08585 Q68FD5
6484	3jbu
6485	3jbu
6576	3jco
6577	3jco
6578	3jco
6579	3jco
6691	5wve
6692	5wve
6715	P15928
6716	P15928 P0A1J9
6728	5xlo
6730	5xlo
6735	P52917
6736	P52917
6758	5y6p
6759	5y6p
6760	5y6p
6761	5y6p
6762	5y6p
6763	5y6p
6764	5y6p
6765	5y6p
6766	5y6p
6767	5y6p
6768	5y6p
6769	5y6p
6801	P02794
6802	P02794
6815	Q08649 P43572 P38806 P47128
6834	P09547 P22082 P18480 P53628 Q05123 Q12406 P32591 P18888 P38956 P43554 P35189
6838	P62805
6840	5a1a
6855	5ywp
6898	P62805
6902	5gw4
6935	A0A1I9LUN7
7321	x
7403	6c9i
7443	6caj
7444	6caj
7473	6cgr
7486	x
7487	x
7488	x
7489	x
7576	6crv
7580	6crv
7581	6crv
7584	6crv
7585	6crv
7601	6cs2
7602	6cs2
7603	6cs2
7604	6cs2
7605	6cs2
7606	6cs2
7607	6cs2
7608	6cs2
7623	x
7624	x
7625	x
7627	x
7628	x
7629	x
7630	x
8074	5j8v
8171	5j8v
8172	5j8v
8179	5jxl
8251	P08563
8287	5kua
8313	5sv9
8316	P0A6F5 P21165
8317	P0A6F5 P21165
8318	P0A6F5 P21165
8319	P0A6F5 P21165
8355	5t4d
8356	5t4d
8363	5tj5
8364	5tj5
8367	5tj5
8428	P02791
8465	5ttp
8476	5u03
8490	P0A7E5
8491	P0A7E5
8492	x
8493	x
8494	x
8495	x
8496	x
8497	x
8498	x
8499	x
8500	x
8501	x
8502	x
8503	x
8507	O12164
8510	x
8520	5u8s
8523	5ujm
8524	P68187 P02916 P68183
8525	P68187 P02916 P68183
8526	P68187 P02916 P68183
8527	P68187 P02916 P68183
8529	P68187 P02916 P68183
8530	P68187 P02916 P68183
8531	P68187 P02916 P68183
8532	5ubq
8533	P68187 P02916 P68183
8534	P68187 P02916 P68183
8535	P68187 P02916 P68183
8536	P68187 P02916 P68183
8542	x
8543	5tvz
8544	x
8545	x
8550	5uie
8551	5uie
8552	5uie
8553	5uie
8554	5uie
8555	5uie
8556	5uie
8557	5uie
8558	Q02ML7 Q02ML8
8565	P00581 P03692
8566	x
8567	x
8568	x
8569	x
8570	5uie
8571	5uie
8572	5uie
8574	x
8575	P45049
8578	B2VLU9
8580	5up2
8583	5up2
8587	P52917
8588	P52917
8589	x
8590	4v8m
8591	x
8592	x
8593	x
8594	x
8599	x
8600	x
8603	x
8607	6cgr
8609	5msh
8610	P43671
8611	P76272
8612	5uvn
8613	4ddf
8614	4ddf
8626	5uz4
8627	5uz4
8628	5uz4
8629	Q2N0S6
8630	X5HMX4
8631	Q2N0S6
8638	5v7v
8639	5v7v
8646	A0A045H4H6 A0A045GRS4 A0A045JKV0 A0A045JVY9 A0A045JMN7 A0A045IWX2 A0A045I839 A0A045HTN2 A0A045I821 M9TET4 A0A045GT82 A0A045HUG3 A0A045JF49 A0A045JER3 A0A0E9AP91 A0A045JW21 A0A045IXT2 A0A045GXQ2
8647	5v93
8648	5v93
8649	5v7q
8654	x
8655	x
8656	x
8657	x
8660	Q6D0X0
8669	5tv4
8670	5tv4
8671	5tv4
8690	x
8691	x
8692	x
8694	x
8696	Q03940 Q12464
8698	x
8699	x_
8700	x
8701	x
8704	P20273
8705	P20273
8707	Q9UBS4
8710	P03615
8714	5vn8
8715	5vn8
8716	5vn8
8718	A0A167WK27
8719	A0A167WK27
8727	x
8729	5vn8
8730	5vn8
8731	H9XC94
8733	x
8736	5vvs
8747	5v74
8748	x
8752	5w1r
8753	x
8760	x
8766	x
8768	C4LQ47
8769	C4LQ47
8770	C4LQ47
8772	P40992 Q04712 P32786
8773	P10964 P22138 P50106 P46669 P32529 Q01080 P47006 P07703 P28000 P20434 P20435 P20436 P22139 P40422
8777	5w66
8792	5w9h
8793	5w9h
8797	5wc3
8798	5wc3
8800	5wc3
8807	x
8808	x
8809	x
8810	x
8811	x
8816	5of4
8817	5of4
8818	4llf
8824	4llf
8825	4llf
8830	Q86X55
8831	Q86X55
8832	Q86X55
8833	P38398 Q99728
8834	P38398 Q99728
8842	6crj
8843	x
8844	x
8845	x
8846	x
8862	x
8863	Q10432 O14246 O13852
8864	Q10432 O14246 O13852
8865	Q10432 O14246 O13852
8866	Q10432 O14246 O13852
8867	5wk1
8869	x
8885	x
8888	6ap1
8889	6ap1
8890	6ap1
8891	6ap1
8892	6ap1
8893	6ap1
8894	6ap1
8895	6ap1
8896	6ap1
8899	Q2TAZ0 Q9Y484
8900	Q2TAZ0
9401	x
9507	x
9508	5gjr
9509	5gjq
9510	5gjq
9526	5gmk
9527	5gmk
9528	5go9
9529	5go9
9530	4www
9531	4www
9532	4www
9533	4www
9536	5j9w
9543	Q9UHC6
9544	Q9UHC6
9545	Q9UHC6
9546	Q9UHC6
9547	Q9UHC6
9548	Q9UHC6
9549	Q9UHC6
9550	Q9UHC6
9551	Q9UHC6
9552	Q9UHC6
9553	Q9UHC6
9554	Q9UHC6
9555	Q9UHC6
9556	Q9UHC6
9557	Q9UHC6
9558	Q9UHC6
9559	Q9UHC6
9560	Q9UHC6
9561	Q9UHC6
9562	Q9UHC6
9563	Q9UHC6
9568	Q06609
11053	6z1v
11341	P0DTC2
11493	P0DTC2
11494	P0DTC2
11495	P0DTC2
11496	P0DTC2
11498	P0DTC2
21374	P0DTC2
21965	P0DTC2
21974	P0DTC2
21975	P0DTC2
21976	P0DTC2
21977	P0DTC2
22050	P31224
22061	P0DTC2
22062	P0DTC2
22063	P0DTC2
22064	P0DTC2
22065	P0DTC2
22066	P0DTC2
22124	P0DTC2
22125	P0DTC2
22126	P0DTC2
22138	P0DTC3
22139	P0DTC3
22147	P0DTC2
22148	P0DTC2
22149	P0DTC2
22158	P0DTC2
22159	P0DTC2
22275	P0DTC2
22353	P0DTC2
22355	P0DTC2
22356	P0DTC2
30426	P0DTC2
30427	P0DTC2
30429	P0DTC9
30430	P0DTC9 P0DTC2
11575	6z1d
32541898	6ted
